2026-03-29 19:44:37.563989,Standing
2026-03-29 19:44:42.894674,Sitting
2026-03-29 19:44:42.900388,Standing
2026-03-29 19:44:43.563324,Sitting
2026-03-29 19:44:44.404497,Standing
2026-03-29 19:44:44.926797,Sitting
2026-03-29 19:44:50.384087,Laying
2026-03-29 19:44:51.957695,Standing
2026-03-29 19:44:52.341763,Laying
2026-03-29 19:44:52.956484,Sitting
2026-03-29 19:44:52.959987,Standing
2026-03-29 19:44:53.437503,Laying
2026-03-29 19:44:53.440653,Standing
2026-03-29 19:44:53.938217,Laying
2026-03-29 19:44:54.382385,Standing
2026-03-29 19:44:54.927242,Laying
2026-03-29 19:44:55.928282,Standing
2026-03-29 19:44:56.421787,Laying
2026-03-29 19:45:00.393030,Standing
2026-03-29 19:45:00.961565,Laying
2026-03-29 19:45:00.968629,Standing
2026-03-29 19:45:01.396291,Sitting
2026-03-29 19:45:02.902078,Standing
2026-03-29 19:45:06.006491,Sitting
2026-03-29 19:45:06.389626,Standing
2026-03-29 19:45:07.016435,Sitting
2026-03-29 19:45:07.021339,Standing
2026-03-29 19:45:07.394917,Sitting
2026-03-29 19:45:09.024341,Standing
2026-03-29 19:45:09.490204,Sitting
2026-03-29 19:45:09.945362,Standing
2026-03-29 19:45:13.372132,Laying
2026-03-29 19:45:13.374629,Sitting
2026-03-29 19:45:13.378253,Standing
2026-03-29 19:45:13.874881,Laying
2026-03-29 19:45:13.876386,Standing
2026-03-29 19:45:14.362900,Laying
2026-03-29 19:45:15.013579,Standing
2026-03-29 19:45:15.362437,FALL DETECTED
2026-03-29 19:45:15.364439,Standing
2026-03-29 19:45:15.846029,FALL DETECTED
2026-03-29 19:45:15.853444,Standing
2026-03-29 19:45:16.370895,Laying
2026-03-29 19:45:16.372897,Standing
2026-03-29 19:45:16.916496,FALL DETECTED
2026-03-29 19:45:17.391359,Laying
2026-03-29 19:45:17.393879,Sitting
2026-03-29 19:45:17.396895,Standing
2026-03-29 19:45:18.517502,Laying
2026-03-29 19:45:18.519927,Standing
2026-03-29 19:45:19.089224,Laying
2026-03-29 19:45:19.109236,Sitting
2026-03-29 19:45:19.489845,FALL DETECTED
2026-03-29 19:45:19.507810,Standing
2026-03-29 19:45:20.436116,Laying
2026-03-29 19:45:20.439116,Standing
2026-03-29 19:45:20.440117,Sitting
2026-03-29 19:45:20.974946,FALL DETECTED
2026-03-29 19:45:20.990687,Standing
2026-03-29 19:45:21.462590,Laying
2026-03-29 19:45:21.464591,Standing
2026-03-29 19:45:21.466591,Sitting
2026-03-29 19:45:21.949332,Standing
2026-03-29 19:45:26.852502,Sitting
2026-03-29 19:45:29.873913,Standing
2026-03-29 19:45:30.496690,Sitting
2026-03-29 19:46:22.243658,Sitting
2026-03-29 19:46:24.585516,Standing
2026-03-29 19:46:25.073821,Sitting
2026-03-29 19:46:25.568418,Standing
2026-03-29 19:46:29.115357,Laying
2026-03-29 19:46:29.576759,Sitting
2026-03-29 19:46:29.581925,Standing
2026-03-29 19:46:30.636386,Sitting
2026-03-29 19:46:30.687655,Standing
2026-03-29 19:46:33.097904,Sitting
2026-03-29 19:46:34.266259,Standing
2026-03-29 19:46:34.270357,Sitting
2026-03-29 19:46:34.567621,Standing
2026-03-29 19:46:35.076032,Sitting
2026-03-29 19:46:35.535997,Standing
2026-03-29 19:46:36.517348,Laying
2026-03-29 19:46:37.328840,Standing
2026-03-29 19:46:39.159797,Sitting
2026-03-29 19:46:40.284889,Laying
2026-03-29 19:46:41.241580,Sitting
2026-03-29 19:46:42.091995,Standing
2026-03-29 19:46:43.569065,Sitting
2026-03-29 19:46:43.571575,Standing
2026-03-29 19:46:44.262683,Sitting
2026-03-29 19:46:44.624425,FALL DETECTED
2026-03-29 19:46:44.630194,Sitting
2026-03-29 19:46:45.230158,Laying
2026-03-29 19:46:45.231616,Sitting
2026-03-29 19:46:45.541894,Laying
2026-03-29 19:46:46.545790,Sitting
2026-03-29 19:46:46.549494,Standing
2026-03-29 19:46:47.084446,Laying
2026-03-29 19:46:49.543891,Standing
2026-03-29 19:46:50.166094,Laying
2026-03-29 19:46:51.549851,Standing
2026-03-29 19:46:52.062765,Laying
2026-03-29 19:46:57.065356,Sitting
2026-03-29 19:46:57.611632,Laying
2026-03-29 19:46:58.058439,Sitting
2026-03-29 19:46:59.054906,Laying
2026-03-29 19:46:59.062883,Standing
2026-03-29 19:46:59.695162,Sitting
2026-03-29 19:47:00.474115,Laying
2026-03-29 19:47:01.181084,Standing
2026-03-29 19:47:01.816770,Laying
2026-03-29 19:47:02.142205,Sitting
2026-03-29 19:47:02.695782,Laying
2026-03-29 19:47:03.119895,Sitting
2026-03-29 19:47:03.745074,Laying
2026-03-29 19:47:03.747611,Standing
2026-03-29 19:47:04.095705,Sitting
2026-03-29 19:47:04.856341,Laying
2026-03-29 19:47:05.709242,Standing
2026-03-29 19:47:06.079965,Sitting
2026-03-29 19:47:06.611590,Standing
2026-03-29 19:47:07.080455,Laying
2026-03-29 19:47:07.817852,Standing
2026-03-29 19:47:08.105135,Sitting
2026-03-29 19:47:09.700079,Standing
2026-03-29 19:47:39.072858,Laying
2026-03-29 19:47:39.540693,Standing
2026-03-29 19:47:40.159503,Laying
2026-03-29 19:47:40.162678,Standing
2026-03-29 19:47:40.571679,Laying
2026-03-29 19:47:40.574494,Sitting
2026-03-29 19:47:41.113801,Standing
2026-03-29 19:47:42.146069,Sitting
2026-03-29 19:47:42.593581,Standing
2026-03-29 19:47:43.066999,Sitting
2026-03-29 19:47:43.537172,Standing
2026-03-29 19:47:43.538170,Sitting
2026-03-29 19:47:44.119582,Standing
2026-03-29 19:47:44.616749,Laying
2026-03-29 19:47:45.206153,Sitting
2026-03-29 19:47:45.582465,Standing
2026-03-29 19:47:45.587486,Sitting
2026-03-29 19:47:47.080203,Standing
2026-03-29 19:47:48.563953,Sitting
2026-03-29 19:47:49.082988,Standing
2026-03-29 19:47:51.153010,Sitting
2026-03-29 19:47:51.569418,Standing
2026-03-29 19:47:52.132184,Sitting
2026-03-29 19:47:53.047815,Standing
2026-03-29 19:47:54.107860,Sitting
2026-03-29 19:47:56.081883,Standing
2026-03-29 19:47:57.075530,Sitting
2026-03-29 19:47:58.647570,Standing
2026-03-29 19:48:00.244134,Sitting
2026-03-29 19:48:00.543174,Standing
2026-03-29 19:48:01.141490,FALL DETECTED
2026-03-29 19:48:01.562101,Standing
2026-03-29 19:48:01.563778,FALL DETECTED
2026-03-29 19:48:02.128310,Standing
2026-03-29 19:48:02.564409,Sitting
2026-03-29 19:48:03.075818,Standing
2026-03-29 19:48:05.539720,Sitting
2026-03-29 19:48:16.047945,Standing
2026-03-29 19:48:20.039235,Sitting
2026-03-29 19:48:21.214639,Laying
2026-03-29 19:48:21.243828,Sitting
2026-03-29 19:48:21.652689,Laying
2026-03-29 19:48:22.062208,Sitting
2026-03-29 19:48:22.610618,Laying
2026-03-29 19:48:23.576712,Standing
2026-03-29 19:48:24.593334,Laying
2026-03-29 19:48:24.594539,Sitting
2026-03-29 19:48:25.638929,Laying
2026-03-29 19:48:25.643350,FALL DETECTED
2026-03-29 19:48:26.067718,Laying
2026-03-29 19:48:27.046525,FALL DETECTED
2026-03-29 19:48:27.694835,Laying
2026-03-29 19:48:28.614860,FALL DETECTED
2026-03-29 19:48:29.174090,Laying
2026-03-29 19:48:29.176067,FALL DETECTED
2026-03-29 19:48:29.824304,Laying
2026-03-29 19:48:31.888189,FALL DETECTED
2026-03-29 19:48:32.109091,Laying
2026-03-29 19:48:32.626741,FALL DETECTED
2026-03-29 19:48:33.189209,Laying
2026-03-29 19:48:39.077941,FALL DETECTED
2026-03-29 19:48:39.638266,Laying
2026-03-29 19:48:39.647764,FALL DETECTED
2026-03-29 19:48:40.117741,Laying
2026-03-29 19:48:40.124008,FALL DETECTED
2026-03-29 19:48:40.660602,Laying
2026-03-29 19:48:42.590065,FALL DETECTED
2026-03-29 19:48:42.591489,Sitting
2026-03-29 19:48:43.063061,Standing
2026-03-29 19:48:45.635025,Sitting
2026-03-29 19:48:47.577486,Standing
2026-03-29 19:48:48.187243,Sitting
2026-03-29 19:48:49.170481,Standing
2026-03-29 19:48:49.678238,Sitting
2026-03-29 19:48:50.139860,Standing
2026-03-29 19:48:51.708057,Sitting
2026-03-29 19:48:52.451675,Standing
2026-03-29 19:48:53.388428,Sitting
2026-03-29 19:48:55.378860,Standing
2026-03-29 19:48:56.373199,Sitting
2026-03-29 19:48:57.378923,Standing
2026-03-29 19:48:58.760396,Sitting
2026-03-29 19:49:01.353824,Standing
2026-03-29 19:49:02.026495,Sitting
2026-03-29 19:49:02.661464,Standing
2026-03-29 19:49:03.404855,Sitting
2026-04-28 16:36:18.053173,Sitting
2026-04-28 16:36:31.385855,Standing
2026-04-28 16:36:32.138894,Sitting
2026-04-28 16:36:32.529374,Standing
2026-04-28 16:36:32.894100,Sitting
2026-04-28 16:36:33.215784,Standing
2026-04-28 16:36:33.729914,Sitting
2026-04-28 16:36:36.254898,Standing
2026-04-28 16:36:36.820889,Sitting
2026-04-28 16:36:36.823032,Standing
2026-04-28 16:36:37.359827,Sitting
2026-04-28 16:36:37.363349,Standing
2026-04-28 16:36:39.201483,Sitting
2026-04-28 16:36:48.071776,Standing
2026-04-28 16:36:50.457301,Sitting
2026-04-28 16:36:54.565705,Standing
2026-04-28 16:36:54.859683,Sitting
2026-04-28 16:37:00.826816,Standing
2026-04-28 16:37:01.238519,Sitting
2026-04-28 16:37:14.057695,Standing
2026-04-28 16:37:14.512145,Sitting
2026-04-28 16:37:15.012162,Standing
2026-04-28 16:37:15.699089,Sitting
2026-04-28 16:37:16.080688,Standing
2026-04-28 16:37:16.416335,Sitting
2026-04-28 16:37:17.585803,Standing
2026-04-28 16:37:19.383889,Sitting
2026-04-28 16:37:19.921413,Standing
2026-04-28 16:37:22.507105,Sitting
2026-04-28 16:37:27.708629,Standing
2026-04-28 16:37:30.363970,Sitting
2026-04-28 16:37:30.871419,Standing
2026-04-28 16:37:48.809821,Sitting
2026-04-28 16:38:54.221844,Standing
2026-04-28 16:38:58.866217,Sitting
2026-04-28 16:39:01.740986,Standing
2026-04-28 16:39:02.144173,Sitting
2026-04-28 16:39:02.515801,Standing
2026-04-28 16:39:03.664339,Sitting
2026-04-28 16:39:05.467241,Standing
2026-04-28 16:39:10.291572,Sitting
2026-04-28 16:39:11.205401,Standing
2026-04-28 16:39:11.549755,Sitting
2026-04-28 16:39:13.193448,Standing
2026-04-28 16:39:14.421021,Sitting
2026-04-28 16:39:17.355167,Standing
2026-04-28 16:39:18.872569,Sitting
2026-04-28 16:39:18.874870,Standing
2026-04-28 16:39:20.088406,Sitting
2026-04-28 16:39:20.100880,Standing
2026-04-28 16:39:37.028752,Sitting
2026-04-28 16:39:37.781418,Standing
2026-04-28 16:39:38.169800,Sitting
2026-04-28 16:39:39.801329,Standing
2026-04-28 16:39:40.060113,Sitting
2026-04-28 16:39:47.101181,Standing
2026-04-28 16:39:48.770025,Sitting
2026-04-28 16:39:55.368379,Standing
2026-04-28 16:39:56.185052,Sitting
2026-04-28 16:39:57.070017,Standing
2026-04-28 16:40:01.608638,Sitting
2026-04-28 16:40:03.179076,Standing
2026-04-28 16:40:06.578450,Sitting
2026-04-28 16:40:07.602781,Standing
2026-04-28 16:40:09.593842,Sitting
2026-04-28 16:40:09.940736,Standing
2026-04-28 16:40:10.665147,Sitting
2026-04-28 16:40:12.639502,Standing
2026-04-28 16:40:17.704543,Sitting
2026-04-28 16:40:19.160030,Standing
2026-04-28 16:40:19.647602,Sitting
2026-04-28 16:40:47.291106,Standing
2026-04-28 16:40:48.014730,Sitting
2026-04-28 16:40:49.609161,Standing
2026-04-28 16:40:50.014811,Sitting
2026-04-28 16:40:52.803368,Standing
2026-04-28 16:40:54.482594,Sitting
2026-04-28 16:40:55.087631,Standing
2026-04-28 16:40:55.843999,Sitting
2026-04-28 16:40:56.462046,Standing
2026-04-28 16:40:58.943171,Sitting
2026-04-28 16:41:07.236309,Standing
2026-04-28 16:41:08.068154,Sitting
2026-04-28 16:41:13.714213,Standing
2026-04-28 16:41:14.177139,Sitting
2026-04-28 16:41:15.917876,Standing
2026-04-28 16:41:16.438651,Sitting
2026-04-28 16:41:19.017059,Standing
2026-04-28 16:41:22.049342,Sitting
2026-04-28 16:41:30.117478,Standing
2026-04-28 16:41:30.365638,Sitting
2026-04-28 16:41:50.197190,Standing
2026-04-28 16:41:51.254609,Sitting
2026-04-29 22:41:06.873372,Sitting
2026-04-29 22:41:09.648336,Standing
2026-04-29 22:41:09.654077,Sitting
2026-04-29 22:41:11.407319,Standing
2026-04-29 22:41:13.181835,Sitting
2026-04-29 22:41:15.457877,Standing
2026-04-29 22:41:15.460734,Sitting
2026-04-29 22:41:15.943997,Standing
2026-04-29 22:41:15.949943,Sitting
2026-04-29 22:41:18.140318,Standing
2026-04-29 22:41:20.530355,Sitting
2026-04-29 22:41:21.930031,Standing
2026-04-29 22:41:21.933383,Sitting
2026-04-29 22:41:23.940669,Standing
2026-04-29 22:41:23.942669,Sitting
2026-04-29 22:41:25.483562,Standing
2026-04-29 22:41:25.485575,Sitting
2026-04-29 22:41:27.461838,Standing
2026-04-29 22:41:30.235545,Sitting
2026-04-29 22:41:33.121977,Standing
2026-05-02 14:34:00.360493,Sitting
2026-05-02 14:34:02.840423,Standing
2026-05-02 14:34:03.493115,Sitting
2026-05-02 14:34:06.227184,Standing
2026-05-02 14:34:09.917252,Sitting
2026-05-02 14:34:22.535903,Standing
2026-05-02 14:34:25.253911,Sitting
2026-05-02 14:34:28.951527,Laying
2026-05-02 14:34:28.973270,Sitting
2026-05-02 14:34:30.676325,Standing
2026-05-02 14:34:33.101646,Sitting
2026-05-02 14:34:33.626641,Standing
2026-05-02 14:34:36.404684,Sitting
2026-05-02 14:34:37.226486,Standing
2026-05-02 14:34:37.731094,Sitting
2026-05-02 14:34:38.590149,Standing
2026-05-02 14:34:39.233813,Sitting
2026-05-02 14:34:40.259124,Standing
2026-05-02 14:34:40.835325,Sitting
2026-05-02 14:34:42.366158,Standing
2026-05-02 14:34:43.909541,Sitting
2026-05-02 14:34:45.399283,Laying
2026-05-02 14:34:45.403314,Sitting
2026-05-02 14:34:46.005426,Laying
2026-05-02 14:34:46.452527,FALL DETECTED
2026-05-02 14:34:47.389290,Laying
2026-05-02 14:34:52.424895,FALL DETECTED
2026-05-02 14:34:54.265062,Laying
2026-05-02 14:35:01.638667,FALL DETECTED
2026-05-02 14:35:02.784054,Laying
2026-05-02 14:35:07.989260,FALL DETECTED
2026-05-02 14:35:08.640660,Laying
2026-05-02 14:35:08.914825,FALL DETECTED
2026-05-02 14:35:09.572335,Laying
2026-05-02 14:35:10.470308,FALL DETECTED
2026-05-02 14:35:11.638429,Laying
2026-05-02 14:35:11.648430,FALL DETECTED
2026-05-02 14:35:13.271380,Sitting
2026-05-02 14:35:20.224383,Standing
2026-05-02 14:35:20.813444,Sitting
2026-05-02 14:35:43.547089,Standing
2026-05-02 14:35:44.283579,Sitting
2026-05-02 22:13:31.662742,Sitting
2026-05-02 22:13:39.146069,Standing
2026-05-02 22:13:39.150313,Sitting
2026-05-02 22:13:39.612001,Standing
2026-05-02 22:13:40.451267,Sitting
2026-05-02 22:13:41.064859,Standing
2026-05-02 22:13:41.547778,Sitting
2026-05-02 22:13:44.572980,Standing
2026-05-02 22:13:47.610411,Sitting
2026-05-02 22:13:48.180034,Standing
2026-05-02 22:13:50.268926,Sitting
2026-05-02 22:13:50.839403,Standing
2026-05-02 22:13:50.843648,Sitting
2026-05-02 22:13:52.980864,Standing
2026-05-02 22:13:52.996977,Sitting
2026-05-02 22:14:08.345482,Standing
2026-05-02 22:14:08.354026,Sitting
2026-05-02 22:14:08.970038,Standing
2026-05-02 22:14:13.575799,Sitting
2026-05-02 22:14:17.023727,Standing
2026-05-02 22:14:17.027702,Sitting
2026-05-02 22:14:18.944431,Standing
2026-05-02 22:14:18.948448,Sitting
2026-05-02 22:14:23.130564,Standing
2026-05-02 22:14:25.666793,Sitting
2026-05-02 22:14:31.745452,Standing
